name,address,website,phone_number,reviews_count,reviews_average,category,subcategory,city,state,area
Hotel Karnavati,"4th floor, Urja Avenue, Visat - Tapovan Main Road, nr. Tanishq Jewellers, Rangjyot Society, Parvati Nagar, Motera, Ahmedabad, Gujarat 380005",bookmystay.io,070468 66136,,4.8,hotel,,ahmedabad,gujarat,"4th floor, Urja Avenue"
Hotel One up,"petrol pump, 4669, opp. pathahr kuva, Old City, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001",hoteloneup.com,094270 43651,,4.4,hotel,,ahmedabad,gujarat,"petrol pump, 4669"
Novotel Ahmedabad,"Iscon Cross Roads, Sarkhej - Gandhinagar Hwy, next to Wide Angle Cinema, Ahmedabad, Gujarat 380015",all.accor.com,079 4060 6060,,4.6,hotel,,ahmedabad,gujarat,"Iscon Cross Roads, Sarkhej - Gandhinagar Hwy"
HOTELTHEGRAND,"4th Floor, Sarovar Arcade, nr. Hathijan Circle, Phase IV, Vatva GIDC, Ahmedabad, Gujarat 382445",,077789 76599,,4.3,hotel,,ahmedabad,gujarat,"4th Floor, Sarovar Arcade"
"Hotel Damjis, Ahmedabad","Ashram Rd, Opposite AUDA-Ahmedabad Urban Development Authority, Sattar Taluka Society, Usmanpura, Ahmedabad, Gujarat 380014",,099099 46631,,3.2,hotel,,ahmedabad,gujarat,"Ashram Rd, Opposite AUDA-Ahmedabad Urban Development Authority"
Hotel Global-In,"4th Floor, Aditya Oopulence, Nr. Naroda railway Crossing N.H 8, Narol - Naroda Rd, Ahmedabad, Gujarat 382330",,,,3.8,hotel,,ahmedabad,gujarat,"4th Floor, Aditya Oopulence"
Hotel Fun Regency,"2nd Floor, S-Mall, Narendra Modi Stadium Road, near H.P. Petrol Pump, Motera, Ahmedabad, Gujarat 380005",funhotels.in,075758 44255,,4.8,hotel,,ahmedabad,gujarat,"2nd Floor, S-Mall"
"HOTEL REGENTA INN RANIP - AHMEDABAD, BY ROYAL ORCHID HOTELS .","3H9G+CC5 THE FAMILY MALL, ARVED TRANSCUBE PLAZA, 132 Feet Ring Rd, opp. Adi-Jati Girls Hostel, Bandhu Nagar, Vijay Nagar, Ranip, Ahmedabad, Gujarat 382480",royalorchidhotels.com,075748 38607,,4.1,hotel,,ahmedabad,gujarat,"3H9G+CC5 THE FAMILY MALL, ARVED TRANSCUBE PLAZA"
Hotel Karnavati,"4th floor, Urja Avenue, Visat - Tapovan Main Road, nr. Tanishq Jewellers, Rangjyot Society, Parvati Nagar, Motera, Ahmedabad, Gujarat 380005",bookmystay.io,070468 66136,,4.8,hotel,,ahmedabad,gujarat,"4th floor, Urja Avenue"
Hotel One up,"petrol pump, 4669, opp. pathahr kuva, Old City, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001",hoteloneup.com,094270 43651,,4.4,hotel,,ahmedabad,gujarat,"petrol pump, 4669"
Hotel Shaligram Inn,"C, Block-4, bus stand, 4th and 5th floor, uptown North Star, opposite Geeta Mandir, Ahmedabad, Gujarat 380022",hotelshaligram.in,092270 27773,,4.4,hotel,,ahmedabad,gujarat,"C, Block-4"
Hotel Exostic,"Anar complex, Darpan Cir, beside avron hospital, near naranpura, Rangupavan Society, Sardar Patel Colony, Sundar Nagar, Naranpura, Ahmedabad, Gujarat 380013",hotelexoticahm.in,098981 56030,,4.6,hotel,,ahmedabad,gujarat,"Anar complex, Darpan Cir"
The Ummed Ahmedabad,"The Ummed, Airport Cir, Sardarnagar, Hansol, Ahmedabad, Gujarat 382475",ummedhotels.com,079 6666 1234,,4.2,hotel,,ahmedabad,gujarat,"The Ummed, Airport Cir"
HOTEL PALAV PALACE,"oppo Bharat petrol pump, Bhagyoday Shopping Center, n.h, Naroda, bethak, Ahmedabad, Gujarat 382330",,097256 62227,,4.3,hotel,,ahmedabad,gujarat,"oppo Bharat petrol pump, Bhagyoday Shopping Center"
Hotel Airport View,"Sindhi Colony Takwani, 10/A, Gali Nr approach Road, nr. R J Hotel, Sardarnagar, Hansol, Ahmedabad, Gujarat 382475",hotelairportview.in.net,070424 24242,,3.8,hotel,,ahmedabad,gujarat,"Sindhi Colony Takwani, 10/A"
Hotel R K villa,"A-22, 1st floor, Shakti Dhara Complex, Lal Bahadur Shastri Rd, opp. Kakadiya hospital, above Gwalia sweets, Vadilal Park, Shaktidhara Society, Bapunagar, Ahmedabad, Gujarat 380024",linktr.ee,087358 44657,,4.3,hotel,,ahmedabad,gujarat,"A-22, 1st floor"
